epoch,train_loss,train_sequence_accuracy,val_loss,val_seq_acc,learning_rate,acc_len_10-19,acc_len_0-9,acc_len_20-29,acc_len_30-39,acc_len_50-59,acc_len_40-49
20,0.6546480918189902,0.1289900485520471,0.559005711723879,0.17520661157024794,0.00045607671138564487,0.20053956834532374,0.16981907894736842,0.0,0.0,0.0,0.0
21,0.6427170188144662,0.13436176440205228,0.5564882309458857,0.1716253443526171,0.0004813573952519168,0.20863309352517986,0.16077302631578946,0.0,0.0,0.0,0.0
22,0.6293747924010218,0.13921696911263387,0.5601215530697792,0.16446280991735537,0.0005047820194954373,0.20323741007194246,0.15254934210526316,0.0,0.0,0.0,0.0
23,0.6204902764905448,0.14176509073379015,0.5457365609179538,0.1931129476584022,0.0005260938637103932,0.23651079136690648,0.18009868421052633,0.0,0.0,0.0,0.0
24,0.6089601217351079,0.14713680658379533,0.5447422776679782,0.16776859504132233,0.000545059362344628,0.19154676258992806,0.16282894736842105,0.0,0.0,0.0,0.0
25,0.600971976300923,0.15013257119245205,0.5337476254061004,0.19146005509641872,0.000561470664443727,0.22032374100719423,0.18503289473684212,0.0,0.0,0.0,0.0
26,0.5893359739981858,0.16035949175303882,0.5384441191448132,0.18953168044077134,0.0005751479115779027,0.22841726618705036,0.17845394736842105,0.0,0.0,0.0,0.0
27,0.5796082245232775,0.16307978375400295,0.4973502844371932,0.21790633608815427,0.0005859412089869149,0.24190647482014388,0.21463815789473684,0.0,0.0,0.0,0.0
28,0.5689331573157238,0.17096518714920286,0.511710224914259,0.2143250688705234,0.0005937322683404112,0.24730215827338128,0.20682565789473684,0.0,0.0,0.0,0.0
29,0.5592185665875189,0.17736992527805517,0.5050302173251305,0.21955922865013774,0.0005984357041099772,0.24100719424460432,0.21751644736842105,0.0,0.0,0.0,0.0
30,0.5465915053397793,0.1862883509521022,0.4834638530719531,0.22727272727272727,0.0005999999941367086,0.25989208633093525,0.22039473684210525,0.0,0.0,0.0,0.0
31,0.5373622466890229,0.19317516614441652,0.4702369157306615,0.25068870523415976,0.0005996952542726086,0.27248201438848924,0.24958881578947367,0.0,0.0,0.0,0.0
32,0.5223643478595401,0.20133604214730896,0.4675047261059204,0.2608815426997245,0.0005987869704672762,0.2787769784172662,0.26192434210526316,0.0,0.0,0.0,0.0
33,0.5103470651029608,0.21424882063289832,0.45291709292114646,0.2727272727272727,0.0005972769718834186,0.289568345323741,0.2746710526315789,0.0,0.0,0.0,0.0
34,0.4949579449750968,0.22230639440790606,0.4324539043515178,0.2881542699724518,0.0005951682994572292,0.33902877697841727,0.27508223684210525,0.0,0.0,0.0,0.0
35,0.4836314817620769,0.23807720119830583,0.42820361753556824,0.29476584022038566,0.0005924651997743466,0.32014388489208634,0.2935855263157895,0.0,0.0,0.0,0.0
36,0.4703336400369836,0.24868289659446988,0.43253578269522575,0.29614325068870523,0.0005891731165177965,0.31744604316546765,0.296875,0.0,0.0,0.0,0.0
37,0.45762672912295893,0.2561895251540925,0.3993986599855575,0.34738292011019284,0.0005852986795051386,0.39388489208633093,0.3384046052631579,0.0,0.0,0.0,0.0
38,0.4428213406907732,0.2725801453118006,0.40063245364346267,0.32975206611570246,0.000580849691336896,0.3830935251798561,0.3170230263157895,0.0,0.0,0.0,0.0
39,0.4303191262003845,0.2815674391377707,0.40783972797634316,0.31735537190082647,0.0005758351116831564,0.3435251798561151,0.31661184210526316,0.0,0.0,0.0,0.0
40,0.42101870534362473,0.29423917909162906,0.3987162274471807,0.3278236914600551,0.0005702650392399894,0.35701438848920863,0.3260690789473684,0.0,0.0,0.0,0.0
41,0.41074331843773815,0.30363968182913814,0.3875374929404333,0.35564738292011017,0.0005641506913920154,0.3857913669064748,0.35444078947368424,0.0,0.0,0.0,0.0
42,0.39832755175560497,0.3144864157570332,0.37914679876246965,0.3426997245179063,0.0005575043816220866,0.3830935251798561,0.3363486842105263,0.0,0.0,0.0,0.0
43,0.3896697366184106,0.3218553080128095,0.3610227948070515,0.39228650137741045,0.0005503394947135713,0.4550359712230216,0.3774671052631579,0.0,0.0,0.0,0.0
44,0.38048952298408445,0.3320133604214731,0.37279859629073725,0.3435261707988981,0.0005426704597951814,0.4010791366906475,0.3293585526315789,0.0,0.0,0.0,0.0
45,0.3710067438405957,0.3382803622464791,0.3449004056702406,0.41019283746556473,0.0005345127212826272,0.47032374100719426,0.3972039473684211,0.0,0.0,0.0,0.0
46,0.3616597033142237,0.347370958300334,0.361510969278368,0.37355371900826445,0.0005258827077756197,0.44154676258992803,0.35567434210526316,0.0,0.0,0.0,0.0
47,0.3532891173617436,0.3584242966839985,0.33550554515754727,0.4132231404958678,0.0005167977989728569,0.44514388489208634,0.41324013157894735,0.0,0.0,0.0,0.0
48,0.3448777724097335,0.36799696980131535,0.35424574666228903,0.38209366391184574,0.0005072762906716243,0.47032374100719426,0.35526315789473684,0.0,0.0,0.0,0.0
49,0.33838629647422963,0.3743672738542061,0.32843979103025117,0.42534435261707987,0.000497337357922493,0.4802158273381295,0.4152960526315789,0.0,0.0,0.0,0.0
50,0.3285364481216404,0.38635033228883303,0.3274299772470465,0.43553719008264463,0.0004870010164133208,0.4856115107913669,0.42804276315789475,0.0,0.0,0.0,0.0
51,0.3207449406716561,0.3915154436830688,0.31528668470915316,0.43415977961432506,0.0004762880821603192,0.4802158273381295,0.4284539473684211,0.0,0.0,0.0,0.0
52,0.314051028217138,0.39736923659653595,0.3234671495731438,0.4223140495867769,0.00046522012958736847,0.4748201438848921,0.41324013157894735,0.0,0.0,0.0,0.0
53,0.30486570443387623,0.4059088874350057,0.31687252854806347,0.4325068870523416,0.0004538194480779985,0.47931654676258995,0.4263980263157895,0.0,0.0,0.0,0.0
54,0.2997326707114594,0.4116593781205881,0.29582523012842604,0.462534435261708,0.00044210899708753626,0.5,0.46175986842105265,0.0,0.0,0.0,0.0
55,0.2907538443877995,0.4161358079955924,0.3109994746627887,0.4460055096418733,0.000430112359905819,0.4973021582733813,0.43832236842105265,0.0,0.0,0.0,0.0
56,0.2859521955597521,0.4267070693157949,0.3110463768274922,0.44242424242424244,0.0004178536961635866,0.48111510791366907,0.44037828947368424,0.0,0.0,0.0,0.0
57,0.27803627725972085,0.43118349919079924,0.2994412309175071,0.46005509641873277,0.00040535769317820084,0.5143884892086331,0.4510690789473684,0.015625,0.0,0.0,0.0
58,0.2740379767550508,0.4382424847629214,0.3026822971521145,0.44490358126721763,0.0003926495162366733,0.4892086330935252,0.44037828947368424,0.0,0.0,0.0,0.0
59,0.26732041716604343,0.44771185565235355,0.28525680062700043,0.47713498622589534,0.00037975475791612667,0.5305755395683454,0.4691611842105263,0.0,0.05263157894736842,0.0,0.0
60,0.25733773500761553,0.45514961606005305,0.2968305965205339,0.45482093663911843,0.0003666993865437501,0.5071942446043165,0.4465460526315789,0.015625,0.0,0.0,0.0
61,0.25354964839138794,0.45415102785716743,0.2829043336531739,0.47878787878787876,0.00035350969390004447,0.5305755395683454,0.47162828947368424,0.015625,0.0,0.0,0.0
62,0.24933459196272156,0.4631038876071761,0.28942630792478896,0.46225895316804405,0.00034021224227067526,0.5179856115107914,0.453125,0.0,0.0,0.0,0.0
63,0.24390800232594392,0.4649633277091009,0.28473587420881197,0.47575757575757577,0.00032683381095356413,0.5296762589928058,0.46710526315789475,0.015625,0.05263157894736842,0.0,0.0
64,0.2396422292725767,0.4705072139389139,0.2826184085920095,0.4741046831955923,0.0003134013423289469,0.5413669064748201,0.45929276315789475,0.015625,0.05263157894736842,0.0,0.0
65,0.23451352927454316,0.47412279191487894,0.276132732452323,0.4881542699724518,0.00029994188760100536,0.5422661870503597,0.48067434210526316,0.0,0.0,0.0,0.0
66,0.2282119879287197,0.48459075100719673,0.28171921147550866,0.47988980716253443,0.0002864825523203419,0.5323741007194245,0.47245065789473684,0.015625,0.0,0.0,0.0
67,0.22484232964755843,0.481112909335078,0.2827666348462638,0.48925619834710743,0.00027305044179700815,0.5512589928057554,0.4777960526315789,0.015625,0.0,0.0,0.0
68,0.21959689380344008,0.49199407733893463,0.27786157856039495,0.48705234159779615,0.0002596726065140174,0.5494604316546763,0.4745065789473684,0.03125,0.05263157894736842,0.0,0.0
69,0.2150171046241555,0.4938535174408595,0.27758840730325124,0.4826446280991736,0.00024637598765127225,0.5449640287769785,0.47039473684210525,0.015625,0.05263157894736842,0.0,0.0
70,0.21217559488067228,0.49485210564374504,0.2713660279586589,0.4920110192837466,0.0002331873628296131,0.5557553956834532,0.4798519736842105,0.015625,0.0,0.0,0.0
71,0.20719980119931924,0.5051134602802934,0.27389478755031055,0.48760330578512395,0.00022013329218425405,0.5548561151079137,0.47245065789473684,0.046875,0.05263157894736842,0.0,0.0
72,0.2024806032791639,0.5019799593677904,0.27880879881897536,0.48016528925619834,0.0002072400648762047,0.5557553956834532,0.4621710526315789,0.015625,0.0,0.0,0.0
73,0.19850206218151495,0.50876347233222,0.2697650510523679,0.4837465564738292,0.00019453364614939887,0.564748201438849,0.4629934210526316,0.03125,0.0,0.0,0.0
74,0.19602069202540878,0.5095898901552977,0.27334442488952565,0.4826446280991736,0.00018203962504014892,0.539568345323741,0.4732730263157895,0.015625,0.0,0.0,0.0
75,0.19064777205493053,0.5171309527908818,0.2715631040347688,0.49173553719008267,0.0001697831628442315,0.5620503597122302,0.47574013157894735,0.046875,0.0,0.0,0.0
76,0.18741832586654344,0.5197823766399229,0.2706634368087583,0.4884297520661157,0.000157788942445387,0.5494604316546763,0.47738486842105265,0.015625,0.0,0.0,0.0
77,0.1842503764907819,0.5262904169966599,0.2696952846602279,0.4977961432506887,0.00014608111860727632,0.572841726618705,0.48026315789473684,0.015625,0.05263157894736842,0.0,0.0
78,0.18151199988198072,0.5290795771495472,0.26886845121604613,0.4911845730027548,0.0001346832693290015,0.5539568345323741,0.47944078947368424,0.015625,0.0,0.0,0.0
79,0.17866915372655587,0.5326607210495506,0.27361929697201265,0.49393939393939396,0.00012361834836215312,0.5638489208633094,0.4786184210526316,0.03125,0.0,0.0,0.0
80,0.17587164016571497,0.5355187493543611,0.26616530894139084,0.49559228650137743,0.00011290863898500979,0.5674460431654677,0.47944078947368424,0.03125,0.0,0.0,0.0
81,0.17080016887747246,0.5453668950793705,0.2671883816568554,0.49614325068870524,0.00010257570912698065,0.5755395683453237,0.4769736842105263,0.015625,0.0,0.0,0.0
82,0.1692711312911277,0.5449881202437933,0.2701046409651052,0.49559228650137743,9.264036793366638e-05,0.5701438848920863,0.4777960526315789,0.03125,0.05263157894736842,0.0,0.0
83,0.16700314165852126,0.5466409558899487,0.26795522815530787,0.4983471074380165,8.312262386000895e-05,0.5710431654676259,0.48149671052631576,0.03125,0.05263157894736842,0.0,0.0
84,0.16584729473924548,0.5488447367514893,0.2667550280550099,0.49173553719008267,7.404164437592632e-05,0.572841726618705,0.4708059210526316,0.046875,0.0,0.0,0.0
85,0.16214079280673097,0.5552839089563032,0.2682065911309752,0.49614325068870524,6.54157173655788e-05,0.5683453237410072,0.4798519736842105,0.03125,0.0,0.0,0.0
86,0.16145973884820797,0.5516683309803382,0.2697595250889394,0.49366391184573005,5.726221429800418e-05,0.564748201438849,0.4777960526315789,0.03125,0.0,0.0,0.0
87,0.16053660782011317,0.5526324851072622,0.26813564312322835,0.49696969696969695,4.959755524329092e-05,0.5656474820143885,0.4819078947368421,0.046875,0.0,0.0,0.0
88,0.15769360809374458,0.5555593815639958,0.2701347609466269,0.49504132231404957,4.2437175804742245e-05,0.5701438848920863,0.4769736842105263,0.046875,0.0,0.0,0.0
89,0.15534788910733058,0.5631348782755414,0.2700202429299923,0.49559228650137743,3.5795496033625286e-05,0.572841726618705,0.4765625,0.046875,0.0,0.0,0.0
90,0.15526387140565118,0.5626872352880411,0.2708374390992064,0.49586776859504134,2.9685891389106836e-05,0.5683453237410072,0.4786184210526316,0.0625,0.0,0.0,0.0
