epoch,split,length_bucket,correct,total,sequence_accuracy
90,val,20-29,0,68,0.0
90,val,30-39,0,21,0.0
90,val,40-49,0,5,0.0
90,val,50-59,0,3,0.0
90,val,60-69,0,2,0.0
90,val,70-79,0,1,0.0
91,val,0-9,1282,2553,0.5021543282412848
91,val,10-19,448,795,0.5635220125786163
91,val,100-109,0,1,0.0
91,val,20-29,0,68,0.0
91,val,30-39,0,21,0.0
91,val,40-49,0,5,0.0
91,val,50-59,0,3,0.0
91,val,60-69,0,2,0.0
91,val,70-79,0,1,0.0
92,val,0-9,1294,2553,0.5068546807677242
92,val,10-19,447,795,0.5622641509433962
92,val,100-109,0,1,0.0
92,val,20-29,0,68,0.0
92,val,30-39,0,21,0.0
92,val,40-49,0,5,0.0
92,val,50-59,0,3,0.0
92,val,60-69,0,2,0.0
92,val,70-79,0,1,0.0
93,val,0-9,1296,2553,0.5076380728554641
93,val,10-19,448,795,0.5635220125786163
93,val,100-109,0,1,0.0
93,val,20-29,0,68,0.0
93,val,30-39,0,21,0.0
93,val,40-49,0,5,0.0
93,val,50-59,0,3,0.0
93,val,60-69,0,2,0.0
93,val,70-79,0,1,0.0
94,val,0-9,1286,2553,0.5037211124167645
94,val,10-19,447,795,0.5622641509433962
94,val,100-109,0,1,0.0
94,val,20-29,0,68,0.0
94,val,30-39,0,21,0.0
94,val,40-49,0,5,0.0
94,val,50-59,0,3,0.0
94,val,60-69,0,2,0.0
94,val,70-79,0,1,0.0
95,val,0-9,1286,2553,0.5037211124167645
95,val,10-19,448,795,0.5635220125786163
95,val,100-109,0,1,0.0
95,val,20-29,0,68,0.0
95,val,30-39,0,21,0.0
95,val,40-49,0,5,0.0
95,val,50-59,0,3,0.0
95,val,60-69,0,2,0.0
95,val,70-79,0,1,0.0
96,val,0-9,1287,2553,0.5041128084606346
96,val,10-19,447,795,0.5622641509433962
96,val,100-109,0,1,0.0
96,val,20-29,0,68,0.0
96,val,30-39,0,21,0.0
96,val,40-49,0,5,0.0
96,val,50-59,0,3,0.0
96,val,60-69,0,2,0.0
96,val,70-79,0,1,0.0
97,val,0-9,1286,2553,0.5037211124167645
97,val,10-19,449,795,0.5647798742138365
97,val,100-109,0,1,0.0
97,val,20-29,0,68,0.0
97,val,30-39,0,21,0.0
97,val,40-49,0,5,0.0
97,val,50-59,0,3,0.0
97,val,60-69,0,2,0.0
97,val,70-79,0,1,0.0
98,val,0-9,1289,2553,0.5048962005483745
98,val,10-19,447,795,0.5622641509433962
98,val,100-109,0,1,0.0
98,val,20-29,0,68,0.0
98,val,30-39,0,21,0.0
98,val,40-49,0,5,0.0
98,val,50-59,0,3,0.0
98,val,60-69,0,2,0.0
98,val,70-79,0,1,0.0
99,val,0-9,1290,2553,0.5052878965922444
99,val,10-19,447,795,0.5622641509433962
99,val,100-109,0,1,0.0
99,val,20-29,0,68,0.0
99,val,30-39,0,21,0.0
99,val,40-49,0,5,0.0
99,val,50-59,0,3,0.0
99,val,60-69,0,2,0.0
99,val,70-79,0,1,0.0
100,val,0-9,1289,2553,0.5048962005483745
100,val,10-19,447,795,0.5622641509433962
100,val,100-109,0,1,0.0
100,val,20-29,0,68,0.0
100,val,30-39,0,21,0.0
100,val,40-49,0,5,0.0
100,val,50-59,0,3,0.0
100,val,60-69,0,2,0.0
100,val,70-79,0,1,0.0
100,test,0-9,1308,2547,0.5135453474676089
100,test,10-19,470,813,0.5781057810578106
100,test,20-29,0,73,0.0
100,test,30-39,0,14,0.0
100,test,40-49,0,2,0.0
100,test,50-59,0,1,0.0
100,test,60-69,0,1,0.0
