epoch,learning_rate,train_loss,train_token_accuracy,train_sequence_accuracy,train_arabic_to_arabizi_sequence_accuracy,train_arabizi_to_arabic_sequence_accuracy,val_loss,val_token_accuracy,val_sequence_accuracy,val_arabic_to_arabizi_sequence_accuracy,val_arabizi_to_arabic_sequence_accuracy
63,9.042781640478292e-05,0.4063481413463452,0.8572828566675099,0.47956337591680726,0.35201955855514616,0.6071071932784684,0.33726176514441647,0.8848828696925329,0.55,0.4228650137741047,0.6771349862258953
64,8.613310626523913e-05,0.40489589677776155,0.8573922516449131,0.4800110189043077,0.3505388932887986,0.6094831445198168,0.3333507170526121,0.8865483162518302,0.5537190082644629,0.43388429752066116,0.6735537190082644
65,8.190142503906802e-05,0.4015715116024559,0.8588827582120303,0.482559140525464,0.35274267415033916,0.6123756069005888,0.33263193638199945,0.8855783308931185,0.5488980716253443,0.418732782369146,0.6790633608815427
66,7.773694888474271e-05,0.39860033514533244,0.8596006627512381,0.4832478220446954,0.35687476326572776,0.6096208808236631,0.3280064780850056,0.887975841874085,0.5571625344352618,0.4286501377410468,0.6856749311294766
67,7.364378763744433e-05,0.39563923590107153,0.8609544255966015,0.4900485520471058,0.36066251162150065,0.619434592472711,0.33197243371285684,0.8863836017569546,0.5494490358126721,0.42920110192837463,0.6696969696969697
68,6.96259807531505e-05,0.3926311880498914,0.8615082376697046,0.4890327468062395,0.36138562721669365,0.6166798663957853,0.3274676349865832,0.8876464128843338,0.5575757575757576,0.4286501377410468,0.6865013774104683
69,6.568749332218042e-05,0.39116773885175105,0.8624153043573387,0.49194242622499224,0.36369271030611894,0.6201921421438655,0.32290808487857997,0.8892203513909224,0.5617079889807163,0.4369146005509642,0.6865013774104683
70,6.183221215612908e-05,0.39018375995336396,0.8628574423910096,0.4939396026307634,0.3659309252436211,0.6219482800179057,0.32515115215758644,0.8883967789165447,0.5612947658402204,0.43333333333333335,0.6892561983471074
71,5.806394195205354e-05,0.386155584389577,0.8640926940108529,0.4954891360490341,0.3676181949657381,0.6233600771323301,0.322874204728229,0.8890373352855051,0.559228650137741,0.43140495867768597,0.6870523415977962
72,5.438640153769656e-05,0.3844602072699898,0.864676133890336,0.49559243827691885,0.3663097000791984,0.6248751764746393,0.32366325388926775,0.8889641288433382,0.5606060606060606,0.43333333333333335,0.6878787878787879
73,5.080322020145227e-05,0.3841856564295234,0.8651433416063286,0.49705588650528565,0.3688233876243931,0.6252883853861781,0.31815978546444706,0.8909224011713031,0.5622589531680441,0.43581267217630854,0.6887052341597796
74,4.731793411069671e-05,0.37985867948014235,0.8658247811530686,0.4981577769360559,0.36706724975035293,0.6292483041217589,0.3161629987321281,0.8914165446559297,0.5659779614325069,0.4380165289256198,0.693939393939394
75,4.39339828220179e-05,0.37966950220561896,0.8657404558579871,0.5002066044557695,0.37037292104266384,0.630040287868875,0.3150810361811609,0.8922767203513909,0.5681818181818182,0.4418732782369146,0.6944903581267218
76,4.065470588678832e-05,0.37800545040653377,0.8664013838464641,0.5004476429875004,0.37484935091766813,0.6260459350573327,0.3178397435458895,0.8910505124450951,0.565564738292011,0.4396694214876033,0.6914600550964187
77,3.7483339555431075e-05,0.37635552274089334,0.8668936612447781,0.5021004786336558,0.37378189456285943,0.6304190627044524,0.3181054068334175,0.8907210834553441,0.5647382920110193,0.4393939393939394,0.6900826446280992
78,3.442301358363164e-05,0.37491171950438656,0.8677688210640029,0.5067662959264488,0.3792569126407493,0.6342756792121483,0.31506741524727877,0.8923133235724744,0.5724517906336088,0.4465564738292011,0.6983471074380165
79,3.147674814364645e-05,0.37283395357866894,0.8686530971313446,0.5059570951413519,0.3776385110705554,0.6342756792121483,0.3150770872913445,0.8915446559297218,0.565564738292011,0.43553719008264463,0.6955922865013774
80,2.8647450843757908e-05,0.3722829520045584,0.8684137956182754,0.5088495575221239,0.38321683137633,0.6344822836679178,0.31567535009594333,0.892002196193265,0.5672176308539945,0.4396694214876033,0.6947658402203857
81,2.5937913858815748e-05,0.371003045126355,0.869179560460097,0.5080059226610654,0.38011776453978857,0.6358940807823422,0.3134935862926084,0.8922950219619327,0.5679063360881542,0.44049586776859506,0.6953168044077135
82,2.3350811174697777e-05,0.37092053459628277,0.869129421095454,0.5072655900278916,0.3789125718811336,0.6356186081746497,0.31318643332020313,0.8922950219619327,0.5707988980716253,0.44545454545454544,0.6961432506887052
83,2.088869594940844e-05,0.36863279236643315,0.8697584422155218,0.5105023931682793,0.37973898970421127,0.6412657966323474,0.3133354938145183,0.8925695461200586,0.5677685950413223,0.44269972451790635,0.6928374655647382
84,1.8553997993420465e-05,0.36896020614683395,0.8693892341667863,0.5088151234461623,0.377672945146517,0.6399573017458077,0.313494168825386,0.8923316251830161,0.5681818181818182,0.44077134986225897,0.6955922865013774
85,1.6349021371744834e-05,0.36741950036302046,0.8701777896289004,0.5095726731173169,0.3796356874763266,0.6395096587583072,0.31306552624242695,0.892404831625183,0.5644628099173554,0.43608815426997244,0.6928374655647382
86,1.4275942130097098e-05,0.3673027659520758,0.8703282077228296,0.5116387176750112,0.3807031438311353,0.6425742915188871,0.31183613601959115,0.8928806734992679,0.5692837465564738,0.4446280991735537,0.693939393939394
87,1.2336806147402864e-05,0.36520638175688147,0.8705675092358989,0.5134809407389552,0.38369890843979204,0.6432629730381185,0.3129810071845357,0.8929172767203514,0.5706611570247934,0.44517906336088153,0.6961432506887052
88,1.0533527116762298e-05,0.3656754585785428,0.8706586717170681,0.5106401294721257,0.3807031438311353,0.640577115113116,0.3119533369117532,0.8932467057101025,0.568870523415978,0.4399449035812672,0.6977961432506887
89,8.867884656866183e-06,0.36410688566938254,0.8705766254840158,0.5117936710168383,0.38280362246479116,0.6407837195688854,0.31061198416656044,0.8936127379209371,0.5706611570247934,0.44214876033057854,0.6991735537190082
90,7.341522555726971e-06,0.3654510352381752,0.8711190422469728,0.5141868392961675,0.38569608484556317,0.6426775937467718,0.311823530827672,0.8928806734992679,0.5692837465564738,0.44242424242424244,0.6961432506887052
91,5.955947148458557e-06,0.36446885238458193,0.8716774124441345,0.5136014600048208,0.3866258048965256,0.640577115113116,0.310360236584976,0.8937591508052709,0.5723140495867769,0.44545454545454544,0.6991735537190082
92,4.712525830705355e-06,0.36382165080871076,0.8714905293577375,0.5140318859543405,0.3845597603388313,0.6435040115698495,0.3110677510089454,0.8933382137628111,0.5695592286501377,0.44297520661157025,0.6961432506887052
93,3.612485709187901e-06,0.3641835192324829,0.8715999243351407,0.5142729244860714,0.384904101098447,0.6436417478736958,0.311311407883962,0.8933931185944363,0.5714876033057851,0.4446280991735537,0.6983471074380165
94,2.6569123906966916e-06,0.36195652478674933,0.8721377829740392,0.5138769326125133,0.382493715781137,0.6452601494438897,0.3113156978256446,0.8935761346998536,0.5713498622589531,0.44517906336088153,0.6975206611570248
95,1.8467489107293509e-06,0.3626458762655951,0.8717389471189237,0.5132226851692435,0.38690127750421816,0.6395440928342688,0.31049622964760487,0.893685944363104,0.5706611570247934,0.4440771349862259,0.6972451790633609
96,1.1827948028283352e-06,0.36373988295228665,0.8714814131096206,0.5146689163596295,0.388278640542681,0.6410591921765779,0.31008986752716305,0.8936493411420205,0.5702479338842975,0.4440771349862259,0.6964187327823691
97,6.657053095380005e-07,0.36242341197254135,0.8720899226714254,0.5159601942081884,0.38814090423883474,0.643779484177542,0.31025958051366254,0.8936127379209371,0.5696969696969697,0.44297520661157025,0.6964187327823691
98,2.9599073575926616e-07,0.36274749387669697,0.8721719689044777,0.5163045349678042,0.38672910712441033,0.645879962811198,0.3102053130953765,0.8936676427525623,0.5701101928374656,0.44380165289256196,0.6964187327823691
99,7.401594514025999e-08,0.3633001150034794,0.8715930871490529,0.5130332977514548,0.38366447436383044,0.6424021211390792,0.3103146184902874,0.8937225475841875,0.5706611570247934,0.4443526170798898,0.696969696969697
100,0.0,0.36394271976892534,0.8715087618539714,0.5137908474226094,0.383939946971523,0.6436417478736958,0.31031446439668164,0.8937042459736457,0.5706611570247934,0.4443526170798898,0.696969696969697
